Player,Nation,Pos,Age,Playing Time_MP,Playing Time.1_Starts,Playing Time.2_Min,Playing Time.3_90s,Performance_Gls,Performance.1_Ast,Performance.2_G+A,Performance.3_G-PK,Performance.4_PK,Performance.5_PKatt,Performance.6_CrdY,Performance.7_CrdR,Expected_xG,Expected.1_npxG,Expected.2_xAG,Expected.3_npxG+xAG,Progression_PrgC,Progression.1_PrgP,Progression.2_PrgR,Per 90 Minutes_Gls,Per 90 Minutes.1_Ast,Per 90 Minutes.2_G+A,Per 90 Minutes.3_G-PK,Per 90 Minutes.4_G+A-PK,Per 90 Minutes.5_xG,Per 90 Minutes.6_xAG,Per 90 Minutes.7_xG+xAG,Per 90 Minutes.8_npxG,Per 90 Minutes.9_npxG+xAG,MP,Playing Time_Starts,Playing Time.1_Min,Playing Time.2_90s
Hamari Traoré,ml MLI,DF,26.0,,,,,0.0,2.0,2.0,0.0,0.0,0.0,13.0,0.0,2.4,2.4,3.5,5.9,116.0,204.0,178.0,0.0,0.04,0.04,0.0,0.04,0.06,0.09,0.15,0.06,0.15,49.0,47.0,4294.0,47.7
Ismaila Sarr,sn SEN,"FW,MF",20.0,,,,,13.0,9.0,22.0,12.0,1.0,1.0,7.0,0.0,8.6,7.4,7.7,15.0,200.0,114.0,351.0,0.28,0.2,0.48,0.26,0.46,0.22,0.2,0.42,0.19,0.38,50.0,47.0,4143.0,46.0
Clément Grenier,fr FRA,MF,27.0,,,,,4.0,7.0,11.0,4.0,0.0,1.0,10.0,0.0,4.4,3.6,6.4,10.0,52.0,295.0,81.0,0.09,0.16,0.25,0.09,0.25,0.12,0.17,0.29,0.09,0.26,48.0,44.0,4020.0,44.7
Benjamin André,fr FRA,MF,27.0,,,,,4.0,2.0,6.0,4.0,0.0,0.0,12.0,1.0,4.4,4.4,1.0,5.4,65.0,229.0,103.0,0.09,0.05,0.14,0.09,0.14,0.12,0.03,0.15,0.12,0.15,46.0,44.0,3952.0,43.9
Benjamin Bourigeaud,fr FRA,"MF,FW",24.0,,,,,9.0,10.0,19.0,7.0,2.0,4.0,10.0,0.0,7.9,4.8,3.4,8.2,62.0,152.0,212.0,0.21,0.23,0.44,0.16,0.4,0.23,0.1,0.33,0.14,0.24,52.0,43.0,3854.0,42.8
Mexer,mz MOZ,DF,29.0,,,,,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,0.7,0.7,0.2,0.9,4.0,48.0,2.0,0.05,0.0,0.05,0.05,0.05,0.02,0.0,0.03,0.02,0.03,43.0,43.0,3780.0,42.0
Ramy Bensebaini,dz ALG,DF,23.0,,,,,3.0,0.0,3.0,3.0,0.0,0.0,13.0,0.0,2.5,2.5,2.2,4.7,91.0,127.0,135.0,0.08,0.0,0.08,0.08,0.08,0.08,0.07,0.15,0.08,0.15,39.0,36.0,3287.0,36.5
Hatem Ben Arfa,fr FRA,"FW,MF",31.0,,,,,9.0,6.0,15.0,5.0,4.0,5.0,2.0,0.0,9.4,5.5,6.1,11.5,152.0,141.0,136.0,0.25,0.17,0.42,0.14,0.31,0.32,0.21,0.53,0.19,0.39,41.0,35.0,3229.0,35.9
M'Baye Niang,sn SEN,"FW,MF",23.0,,,,,14.0,6.0,20.0,12.0,2.0,2.0,10.0,0.0,9.8,8.2,2.9,11.1,77.0,56.0,147.0,0.45,0.19,0.64,0.39,0.58,0.38,0.11,0.49,0.32,0.43,44.0,28.0,2797.0,31.1
Mehdi Zeffane,dz ALG,"DF,MF",26.0,,,,,1.0,2.0,3.0,1.0,0.0,0.0,7.0,0.0,0.7,0.7,1.6,2.3,38.0,84.0,86.0,0.04,0.09,0.13,0.04,0.13,0.04,0.09,0.12,0.04,0.12,31.0,23.0,2082.0,23.1
Jérémy Gélin,fr FRA,"DF,MF",21.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.4,1.4,6.0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,33.0,17.0,1794.0,19.9
Adrien Hunou,fr FRA,"FW,MF",24.0,,,,,11.0,1.0,12.0,11.0,0.0,0.0,1.0,0.0,9.4,9.2,0.6,9.8,20.0,18.0,89.0,0.56,0.05,0.61,0.56,0.61,0.56,0.04,0.59,0.54,0.58,29.0,20.0,1768.0,19.6
Romain Del Castillo,fr FRA,"MF,FW",22.0,,,,,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,3.1,4.0,73.0,59.0,164.0,0.0,0.21,0.21,0.0,0.21,0.06,0.19,0.24,0.06,0.24,36.0,19.0,1688.0,18.8
James Lea Siliki,cm CMR,"MF,FW",22.0,,,,,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,1.6,1.6,3.8,5.4,44.0,68.0,105.0,0.0,0.21,0.21,0.0,0.21,0.1,0.23,0.33,0.1,0.33,34.0,19.0,1688.0,18.8
Jakob Johansson,se SWE,MF,28.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.5,1.1,12.0,49.0,4.0,0.08,0.0,0.08,0.08,0.08,0.06,0.05,0.11,0.06,0.11,22.0,11.0,1131.0,12.6
Jordan Pefok,us USA,FW,22.0,,,,,7.0,1.0,8.0,7.0,0.0,0.0,0.0,0.0,5.2,5.2,0.2,5.4,3.0,4.0,43.0,0.6,0.09,0.69,0.6,0.69,0.59,0.03,0.61,0.59,0.61,23.0,11.0,1051.0,11.7
Abdoulaye Diallo,sn SEN,GK,26.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,765.0,8.5
Gerzino Nyamsi,fr FRA,DF,21.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,711.0,7.9
Souleyman Doumbia,ci CIV,DF,21.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,26.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,640.0,7.1
Eduardo Camavinga,fr FRA,MF,15.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,9.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09,7.0,4.0,364.0,4.0
Denis-Will Poha,fr FRA,MF,21.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.6,8.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.03,0.25,0.28,0.03,0.28,6.0,2.0,213.0,2.4
Ludovic Baal,gf GUF,DF,32.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,152.0,1.7
Diafra Sakho,sn SEN,FW,28.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,2.0,2.0,144.0,1.6
Sacha Boey,fr FRA,DF,17.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.2
Armand Lauriente,fr FRA,MF,19.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0.1
Nicolas Janvier,fr FRA,MF,19.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
Georginio Rutter,fr FRA,FW,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Yann Gboho,fr FRA,"FW,MF",17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Rafik Guitane,fr FRA,"FW,MF",19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Timothée Nkada,fr FRA,FW,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Romain Danzé,fr FRA,"DF,MF",32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Faitout Maouassa,fr FRA,"DF,MF",20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Edvinas Gertmonas,lt LTU,GK,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Isaac Matondo,fr FRA,FW,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Loic Badiashile,fr FRA,GK,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Stéphane Ruffier,fr FRA,GK,31.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,3630.0,40.3
Yann M'Vila,fr FRA,MF,28.0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.4,0.4,1.0,1.5,9.0,227.0,8.0,0.0,0.03,0.03,0.0,0.03,0.01,0.03,0.04,0.01,0.04,40.0,40.0,3525.0,39.2
Timothée Kolodziejczak,fr FRA,DF,26.0,,,,,3.0,3.0,6.0,3.0,0.0,0.0,7.0,0.0,2.5,2.5,0.9,3.4,43.0,148.0,56.0,0.08,0.08,0.16,0.08,0.16,0.07,0.03,0.1,0.07,0.1,38.0,37.0,3346.0,37.2
Rémy Cabella,fr FRA,"MF,FW",28.0,,,,,10.0,4.0,14.0,9.0,1.0,1.0,5.0,1.0,9.9,9.1,5.4,14.5,224.0,279.0,270.0,0.28,0.11,0.39,0.25,0.36,0.3,0.16,0.46,0.27,0.44,37.0,36.0,3237.0,36.0
Wahbi Khazri,tn TUN,"FW,MF",27.0,,,,,14.0,10.0,24.0,10.0,4.0,4.0,12.0,1.0,12.4,9.2,6.9,16.1,80.0,120.0,235.0,0.42,0.3,0.72,0.3,0.6,0.4,0.22,0.62,0.29,0.52,35.0,33.0,3003.0,33.4
Loïc Perrin,fr FRA,DF,32.0,,,,,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.4,1.4,0.8,2.2,15.0,102.0,3.0,0.06,0.03,0.1,0.06,0.1,0.05,0.03,0.07,0.05,0.07,32.0,32.0,2790.0,31.0
Neven Subotić,rs SRB,DF,29.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,0.3,2.3,1.0,47.0,2.0,0.04,0.0,0.04,0.04,0.04,0.08,0.01,0.1,0.08,0.1,28.0,28.0,2359.0,26.2
Mathieu Debuchy,fr FRA,DF,33.0,,,,,4.0,3.0,7.0,4.0,0.0,0.0,5.0,1.0,2.3,2.3,2.3,4.6,31.0,79.0,105.0,0.19,0.14,0.32,0.19,0.32,0.1,0.11,0.21,0.1,0.21,24.0,23.0,1941.0,21.6
Ole Selnæs,no NOR,MF,24.0,,,,,0.0,5.0,5.0,0.0,0.0,0.0,6.0,0.0,0.4,0.4,2.5,2.9,17.0,104.0,19.0,0.0,0.26,0.26,0.0,0.26,0.02,0.14,0.16,0.02,0.16,21.0,19.0,1760.0,19.6
Lois Diony,fr FRA,FW,25.0,,,,,7.0,2.0,9.0,7.0,0.0,0.0,3.0,0.0,8.1,8.1,1.8,10.0,34.0,18.0,157.0,0.36,0.1,0.46,0.36,0.46,0.46,0.1,0.56,0.46,0.56,32.0,21.0,1747.0,19.4
Kévin Monnet-Paquet,fr FRA,"DF,MF",29.0,,,,,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,1.8,1.8,1.0,2.8,51.0,56.0,97.0,0.11,0.05,0.16,0.11,0.16,0.11,0.06,0.17,0.11,0.17,26.0,18.0,1695.0,18.8
Romain Hamouma,fr FRA,"FW,MF",31.0,,,,,4.0,4.0,8.0,4.0,0.0,0.0,3.0,1.0,3.2,3.2,4.4,7.6,59.0,51.0,152.0,0.22,0.22,0.43,0.22,0.43,0.18,0.25,0.43,0.18,0.43,29.0,20.0,1670.0,18.6
William Saliba,fr FRA,DF,17.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,7.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,19.0,16.0,1577.0,17.5
Gabriel Silva,br BRA,DF,27.0,,,,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,1.4,1.6,16.0,38.0,75.0,0.0,0.13,0.13,0.0,0.13,0.01,0.09,0.1,0.01,0.1,19.0,16.0,1429.0,15.9
Robert Berić,si SVN,FW,27.0,,,,,11.0,1.0,12.0,11.0,0.0,0.0,0.0,0.0,7.5,7.5,1.7,9.2,6.0,16.0,52.0,0.71,0.06,0.78,0.71,0.78,0.58,0.13,0.7,0.58,0.7,25.0,14.0,1385.0,15.4
Arnaud Nordin,fr FRA,"FW,MF",20.0,,,,,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,3.7,3.7,2.1,5.8,53.0,30.0,95.0,0.22,0.07,0.3,0.22,0.3,0.32,0.18,0.49,0.32,0.49,27.0,13.0,1209.0,13.4
Pierre-Yves Polomat,fr FRA,DF,24.0,,,,,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,1.8,2.0,27.0,51.0,65.0,0.0,0.15,0.15,0.0,0.15,0.02,0.17,0.19,0.02,0.19,21.0,14.0,1205.0,13.4
Yannis Salibur,fr FRA,"FW,MF",27.0,,,,,1.0,3.0,4.0,1.0,0.0,0.0,2.0,1.0,2.1,2.1,2.6,4.7,57.0,39.0,88.0,0.08,0.25,0.33,0.08,0.33,0.21,0.26,0.47,0.21,0.47,23.0,11.0,1095.0,12.2
Youssef Aït Bennasser,ma MAR,MF,22.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.7,6.0,67.0,12.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.07,0.02,0.07,13.0,11.0,936.0,10.4
Valentín Vada,ar ARG,MF,22.0,,,,,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.9,1.2,4.0,28.0,8.0,0.22,0.22,0.45,0.22,0.45,0.07,0.2,0.27,0.07,0.27,12.0,3.0,404.0,4.5
Assane Dioussé,sn SEN,MF,20.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.6,4.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.25,0.27,0.02,0.27,10.0,4.0,324.0,3.6
Wesley Fofana,fr FRA,DF,17.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,161.0,1.8
Jessy Moulin,fr FRA,GK,32.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,90.0,1.0
Makhtar Gueye,sn SEN,"FW,MF",20.0,,,,,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.6,1.0,1.0,8.0,1.8,1.8,3.6,1.8,3.6,0.33,0.8,1.14,0.33,1.14,5.0,0.0,50.0,0.6
Lamine Ghezali,fr FRA,"FW,MF",19.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,6.0,3.0,11.0,2.05,0.0,2.05,2.05,2.05,0.71,0.0,0.71,0.71,0.71,6.0,0.0,44.0,0.5
Kenny Rocha Santos,cv CPV,MF,18.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,2.09,2.09,0.0,0.0,0.0,0.0,0.0,2.0,0.0,43.0,0.5
Charles Abi,fr FRA,"DF,FW",18.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.12,0.29,0.17,0.29,3.0,0.0,32.0,0.4
Mickaël Panos,fr FRA,DF,21.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,0.3
Dylan Chambost,fr FRA,"FW,MF",20.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,0.0,18.0,0.2
Mahdi Camara,fr FRA,FW,20.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.1
Mickael Nade,fr FRA,DF,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Léo Pétrot,fr FRA,DF,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Bilal Benkhedim,fr FRA,MF,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Marvin Tshibuabua,fr FRA,DF,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Stefan Mitrović,rs SRB,DF,28.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.3,1.3,0.3,1.7,6.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,39.0,39.0,3566.0,39.6
Kenny Lala,fr FRA,"DF,FW",26.0,,,,,5.0,10.0,15.0,4.0,1.0,2.0,4.0,0.0,3.1,1.3,4.8,6.2,132.0,189.0,169.0,0.13,0.26,0.39,0.1,0.36,0.09,0.14,0.23,0.04,0.18,40.0,38.0,3474.0,38.6
Matz Sels,be BEL,GK,26.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,38.0,3420.0,38.0
Pablo Martinez,fr FRA,DF,29.0,,,,,3.0,1.0,4.0,3.0,0.0,0.0,7.0,0.0,1.3,1.3,0.6,1.9,28.0,148.0,7.0,0.08,0.03,0.11,0.08,0.11,0.04,0.02,0.06,0.04,0.06,38.0,38.0,3415.0,37.9
Ibrahima Sissoko,ml MLI,MF,20.0,,,,,3.0,2.0,5.0,3.0,0.0,0.0,11.0,0.0,1.5,1.5,2.3,3.8,58.0,141.0,76.0,0.09,0.06,0.15,0.09,0.15,0.05,0.08,0.13,0.05,0.13,35.0,33.0,2958.0,32.9
Adrien Thomasson,fr FRA,"MF,FW",24.0,,,,,5.0,8.0,13.0,5.0,0.0,0.0,6.0,1.0,4.5,4.4,3.7,8.1,47.0,104.0,193.0,0.16,0.26,0.42,0.16,0.42,0.16,0.14,0.3,0.16,0.29,38.0,31.0,2819.0,31.3
Anthony Caci,fr FRA,DF,21.0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.7,0.8,32.0,94.0,51.0,0.0,0.03,0.03,0.0,0.03,0.01,0.03,0.03,0.01,0.03,34.0,31.0,2808.0,31.2
Lamine Koné,ci CIV,DF,29.0,,,,,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.7,0.7,0.7,1.4,33.0,91.0,6.0,0.07,0.04,0.11,0.07,0.11,0.03,0.03,0.06,0.03,0.06,32.0,27.0,2551.0,28.3
Nuno da Costa,cv CPV,FW,27.0,,,,,8.0,5.0,13.0,7.0,1.0,1.0,3.0,0.0,5.4,4.7,3.0,7.7,32.0,41.0,180.0,0.32,0.2,0.51,0.28,0.47,0.24,0.13,0.37,0.2,0.34,39.0,24.0,2285.0,25.4
Jonas Martin,fr FRA,MF,28.0,,,,,4.0,1.0,5.0,1.0,3.0,4.0,10.0,0.0,3.9,1.5,1.7,3.2,46.0,153.0,46.0,0.16,0.04,0.2,0.04,0.08,0.17,0.07,0.24,0.07,0.14,26.0,25.0,2276.0,25.3
Lebo Mothiba,za RSA,FW,22.0,,,,,11.0,2.0,13.0,10.0,1.0,1.0,3.0,0.0,7.0,6.2,1.4,7.6,28.0,22.0,164.0,0.48,0.09,0.57,0.44,0.53,0.36,0.07,0.43,0.32,0.39,36.0,21.0,2048.0,22.8
Lionel Carole,fr FRA,"DF,FW",27.0,,,,,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,1.6,2.1,53.0,97.0,99.0,0.0,0.14,0.14,0.0,0.14,0.02,0.08,0.11,0.02,0.11,27.0,23.0,1949.0,21.7
Ludovic Ajorque,fr FRA,FW,24.0,,,,,11.0,2.0,13.0,10.0,1.0,1.0,5.0,0.0,5.7,5.7,1.0,6.7,11.0,25.0,126.0,0.53,0.1,0.63,0.48,0.58,0.34,0.06,0.4,0.34,0.4,29.0,22.0,1859.0,20.7
Dimitri Liénard,fr FRA,"MF,DF",30.0,,,,,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9,1.9,35.0,58.0,68.0,0.05,0.15,0.21,0.05,0.21,0.07,0.06,0.13,0.07,0.13,28.0,18.0,1744.0,19.4
Youssouf Fofana,fr FRA,MF,19.0,,,,,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,1.2,1.2,0.6,1.8,21.0,27.0,21.0,0.19,0.06,0.25,0.19,0.25,0.12,0.06,0.17,0.12,0.17,22.0,15.0,1415.0,15.7
Anthony Gonçalves,fr FRA,"MF,FW",32.0,,,,,5.0,2.0,7.0,5.0,0.0,0.0,4.0,0.0,1.5,1.5,1.3,2.7,50.0,45.0,77.0,0.35,0.14,0.5,0.35,0.5,0.12,0.11,0.23,0.12,0.23,21.0,14.0,1272.0,14.1
Sanjin Prcić,ba BIH,MF,24.0,,,,,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.5,0.5,1.3,1.8,19.0,104.0,11.0,0.15,0.08,0.23,0.15,0.23,0.04,0.11,0.16,0.04,0.16,15.0,13.0,1191.0,13.2
Kévin Zohi,ml MLI,"FW,MF",21.0,,,,,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,1.4,23.0,22.0,68.0,0.19,0.09,0.28,0.19,0.28,0.14,0.05,0.2,0.14,0.2,26.0,9.0,950.0,10.6
Benjamin Corgnet,fr FRA,"MF,FW",31.0,,,,,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,1.6,1.6,1.0,2.6,9.0,24.0,45.0,0.1,0.29,0.39,0.1,0.39,0.22,0.13,0.35,0.22,0.35,20.0,9.0,926.0,10.3
Bingourou Kamara,sn SEN,GK,21.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,6.0,6.0,630.0,7.0
Ismael Aaneba,fr FRA,DF,19.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.4,0.4,3.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.17,6.0,6.0,504.0,5.6
Abdallah N'dour,sn SEN,DF,24.0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,7.0,5.0,10.0,0.0,0.19,0.19,0.0,0.19,0.01,0.03,0.04,0.01,0.04,6.0,6.0,486.0,5.4
Samuel Grandsir,fr FRA,"MF,FW",21.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.4,9.0,6.0,21.0,0.0,0.0,0.0,0.0,0.0,0.01,0.14,0.15,0.01,0.15,9.0,3.0,327.0,3.6
Jérémy Grimm,fr FRA,MF,31.0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.1,1.0,6.0,3.0,0.0,0.35,0.35,0.0,0.35,0.02,0.02,0.05,0.02,0.05,6.0,3.0,258.0,2.9
Mootaz Zemzemi,tn TUN,"FW,MF",18.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,213.0,2.4
Eiji Kawashima,jp JPN,GK,35.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,90.0,1.0
Mamoudou Karamoko,fr FRA,MF,18.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,2.0,0.0,41.0,0.5
Duplexe Tchamba,cm CMR,DF,20.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,0.0,16.0,0.2
Idriss Saadi,dz ALG,"FW,MF",26.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.1
Mohamed Simakan,fr FRA,DF,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Léon Valentin,fr FRA,DF,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Max Gradel,ci CIV,"FW,MF",30.0,39.0,38.0,3481.0,38.7,13.0,7.0,20.0,8.0,5.0,9.0,7.0,0.0,14.8,8.5,7.1,15.6,174.0,127.0,349.0,0.34,0.18,0.52,0.21,0.39,0.41,0.2,0.61,0.24,0.43,,,,
Christopher Jullien,fr FRA,DF,25.0,35.0,35.0,3105.0,34.5,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,3.1,3.1,1.2,4.3,10.0,124.0,11.0,0.03,0.0,0.03,0.03,0.03,0.09,0.04,0.13,0.09,0.13,,,,
Kelvin Amian,fr FRA,DF,20.0,34.0,34.0,3001.0,33.3,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.6,0.6,0.8,1.4,46.0,106.0,59.0,0.0,0.03,0.03,0.0,0.03,0.02,0.02,0.04,0.02,0.04,,,,
